X,date,year,plot date,month,prcp.m,pet.m,prcp_3,pet_3,diff,spei_3,spi_3,spi6,spei6,spi3,spei3,,,,,,
217,1/1/2018,2018,2018,1,0.358064516,0.056832693,1.051541219,0.111053325,0.940487894,0.366502675,0.26194945,0.037304148,-0.128862401,0.263420457,0.387256931,,,,,,
218,2/1/2018,2018,2018.083333,2,0.835714286,0.116317785,0.765668203,0.085061468,0.680606734,0.853014806,0.824942417,0.215805072,-0.063509405,0.843881806,0.923081539,,,,,,
219,3/1/2018,2018,2018.166667,3,0.448387097,0.246529832,0.547388633,0.139893437,0.407495196,0.253055843,0.236379359,0.824253176,0.819653212,0.222496896,0.264784697,,,,,,
220,4/1/2018,2018,2018.25,4,0.28,0.350614167,0.521367127,0.237820595,0.283546533,-0.860184156,-1.342120254,-0.731529698,-0.551054799,-1.259046317,-0.913059364,,,,,,
221,5/1/2018,2018,2018.333333,5,3.283870968,1.555446112,1.337419355,0.717530037,0.619889318,-0.374134398,-0.502731396,-0.014508202,0.013285685,-0.478283037,-0.427505909,,,,,,
222,6/1/2018,2018,2018.416667,6,1.023333333,3.26823972,1.5290681,1.724766666,-0.195698566,-0.764576921,-0.866739442,-0.7918784,-0.77849499,-0.810898088,-0.837372548,,,,,,
223,7/1/2018,2018,2018.5,7,1.393548387,3.92193619,1.900250896,2.915207341,-1.014956444,-0.736671145,-0.345625708,-0.843532287,-1.013329588,-0.31194298,-0.805904101,,,,,,
224,8/1/2018,2018,2018.583333,8,2.75483871,2.509236096,1.72390681,3.233137335,-1.509230525,-0.761033063,-0.70634086,-0.91573753,-0.9055839,-0.649803469,-0.793501693,,,,,,
225,9/1/2018,2018,2018.666667,9,2.913333333,2.374610103,2.35390681,2.935260796,-0.581353986,0.153731887,0.167364847,-0.473447143,-0.507785749,0.167431167,0.158441456,,,,,,
226,10/1/2018,2018,2018.75,10,5.309677419,0.869908439,3.659283154,1.917918213,1.741364941,1.312802343,1.415821957,0.852356204,0.638154582,1.409238526,1.369334877,,,,,,
227,11/1/2018,2018,2018.833333,11,1.74,0.279321316,3.321003584,1.174613286,2.146390298,0.903912725,1.140338232,0.483819344,0.382494708,1.135079147,0.996325011,,,,,,
228,12/1/2018,2018,2018.916667,12,0.767741935,0.111051395,2.605806452,0.420093717,2.185712735,1.075327817,1.095768577,1.060766645,0.931059492,1.104100868,1.160786775,,,,,,
229,1/1/2019,2019,2019,1,0.322580645,0.082678192,0.94344086,0.157683634,0.785757226,0.010980697,0.013227043,1.221777202,1.223065416,0.025374294,-0.005868137,,,,,,
230,2/1/2019,2019,2019.083333,2,1.367857143,0.129810106,0.819393241,0.107846564,0.711546677,0.940924349,0.950292732,1.332646753,1.273725331,0.974849116,1.012668046,,,,,,
231,3/1/2019,2019,2019.166667,3,0.416129032,0.274416111,0.70218894,0.162301469,0.539887471,0.660162877,0.655152157,1.112540625,1.153353433,0.677416896,0.710977032,,,,,,
232,4/1/2019,2019,2019.25,4,2.373333333,0.490282322,1.385773169,0.298169513,1.087603657,0.981711404,0.979199192,0.598870655,0.662237843,0.942941785,1.043418139,,,,,,
233,5/1/2019,2019,2019.333333,5,3.487096774,1.082445352,2.09218638,0.615714595,1.476471785,1.050685949,1.023653332,1.223404843,1.344483937,0.995120842,1.13029751,,,,,,
234,6/1/2019,2019,2019.416667,6,2.78,2.61263068,2.880143369,1.395119451,1.485023918,1.314992591,1.210690054,1.356250461,1.524969061,1.158730853,1.371354117,,,,,,
235,7/1/2019,2019,2019.5,7,2.248387097,3.834607515,2.838494624,2.509894516,0.328600108,1.352666524,1.249654376,1.26950362,1.41327422,1.180840641,1.405216883,,,,,,
236,8/1/2019,2019,2019.583333,8,0.535483871,2.824374663,1.854623656,3.090537619,-1.235913964,-0.074369286,-0.46710167,0.255944324,0.58815552,-0.425536704,-0.100767022,,,,,,
237,9/1/2019,2019,2019.666667,9,4.006666667,1.653883969,2.263512545,2.770955382,-0.507442837,0.27201633,0.009651694,0.804592232,1.204519787,0.016143657,0.291077123,,,,,,
238,10/1/2019,2019,2019.75,10,3.612903226,0.784995284,2.718351254,1.754417972,0.963933283,0.370241171,0.140416936,0.849655187,1.172566422,0.140544776,0.413273099,,,,,,
239,11/1/2019,2019,2019.833333,11,1.706666667,0.216255077,3.10874552,0.885044777,2.223700743,1.010593744,0.896362599,0.395227279,0.729125484,0.892464365,1.098637472,,,,,,
240,12/1/2019,2019,2019.916667,12,1.516129032,0.062797823,2.278566308,0.354682728,1.92388358,0.610751927,0.683575235,0.537505546,0.669801417,0.687913648,0.703194382,,,,,,
241,1/1/2020,2020,2020,1,0.225806452,0.086033339,1.14953405,0.121695413,1.027838637,0.54995506,0.473120399,0.303204109,0.511214129,0.465526307,0.588060657,,,,,,
242,2/1/2020,2020,2020.083333,2,0.237931034,0.129090078,0.659955506,0.092640413,0.567315093,0.52031196,0.560537167,0.932534121,1.179782491,0.567629588,0.568851491,,,,,,
243,3/1/2020,2020,2020.166667,3,2.283870968,0.21282998,0.915869485,0.142651132,0.773218352,1.279946136,1.143778535,0.988845494,1.112346735,1.20823243,1.337289774,,,,,,
244,4/1/2020,2020,2020.25,4,3.7,0.504715424,2.073934001,0.282211827,1.791722173,2.01293314,2.186081034,1.842507579,1.923716715,2.087763524,1.97187152,,,,,,
245,5/1/2020,2020,2020.333333,5,2.251612903,0.953644143,2.74516129,0.557063182,2.188098108,2.381914856,2.07183784,1.870929807,1.971676819,2.006921655,2.103596023,,,,,,
246,6/1/2020,2020,2020.416667,6,2.286666667,2.978658946,2.74609319,1.479006171,1.267087019,1.054383251,1.038350022,1.45150616,1.54023462,0.995334362,1.131637934,,,,,,
247,7/1/2020,2020,2020.5,7,4.135483871,3.837407874,2.89125448,2.589903654,0.301350826,1.314089294,1.328256838,1.962597855,1.906219091,1.254392811,1.37090534,,,,,,
248,8/1/2020,2020,2020.583333,8,1.825806452,2.987963008,2.749318996,3.268009943,-0.518690946,0.978562353,0.925605027,1.940081743,1.905822703,0.880002276,1.01675227,,,,,,
249,9/1/2020,2020,2020.666667,9,3.676666667,2.0794814,3.21265233,2.968284094,0.244368236,1.339707779,1.497342634,1.523459387,1.520516413,1.443221081,1.393903185,,,,,,
250,10/1/2020,2020,2020.75,10,4.709677419,0.724260069,3.404050179,1.930568159,1.47348202,0.987461423,1.093494919,1.561577283,1.568667735,1.088607606,1.067225707,,,,,,
251,11/1/2020,2020,2020.833333,11,1.56,0.255157885,3.315448029,1.019633118,2.295814911,1.112693052,1.134084084,1.519746331,1.37441532,1.128859885,1.192560617,,,,,,
252,12/1/2020,2020,2020.916667,12,0.103225806,0.086730419,2.124301075,0.355382791,1.768918284,0.361508195,0.475720602,1.509049782,1.483130293,0.478045076,0.427749309,,,,,,
253,1/1/2021,2021,2021,1,0.206451613,0.058976435,0.623225806,0.133621579,0.489604227,-0.808857022,-0.860809441,0.511647518,0.472173445,-0.811157184,-0.862961025,,,,,,
254,2/1/2021,2021,2021.083333,2,0.353571429,0.118291923,0.221082949,0.087999592,0.133083357,-0.981790375,-1.036184537,0.669335167,0.663868259,-1.100517789,-1.039484114,,,,,,
255,3/1/2021,2021,2021.166667,3,0.632258065,0.310845768,0.397427035,0.162704709,0.234722327,-0.361392461,-0.253483799,0.189497807,0.080633598,-0.309620992,-0.41035208,,,,,,
256,4/1/2021,2021,2021.25,4,2.143333333,0.588801483,1.043054275,0.339313058,0.703741217,0.234158455,0.226320188,-0.546673046,-0.610524598,0.22877722,0.241601173,,,,,,
257,5/1/2021,2021,2021.333333,5,1.619354839,1.254317293,1.464982079,0.717988181,0.746993897,-0.158841772,-0.210132441,-0.782116206,-0.700809595,-0.195839597,-0.186727115,,,,,,
258,6/1/2021,2021,2021.416667,6,3.366666667,2.930155527,2.376451613,1.591091434,0.785360178,0.478888296,0.532668783,0.299751233,0.336881291,0.515895153,0.533532472,,,,,,
259,7/1/2021,2021,2021.5,7,4.461290323,3.419072284,3.149103943,2.534515035,0.614588908,1.757480882,1.699588211,1.237744973,1.331682342,1.601865805,1.738487104,,,,,,
260,8/1/2021,2021,2021.583333,8,3.819354839,3.073436859,3.882437276,3.140888223,0.741549053,1.891863084,2.312294866,1.79457932,1.775377705,2.179898718,1.905930702,,,,,,
261,9/1/2021,2021,2021.666667,9,2.38,2.496308488,3.553548387,2.996272543,0.557275844,1.734704097,1.960412621,1.499238218,1.427690092,1.887423992,1.73233054,,,,,,
262,10/1/2021,2021,2021.75,10,1.067741935,0.902327677,2.422365591,2.157357674,0.265007917,-0.513100967,-0.320805049,0.864338343,0.790089652,-0.318250294,-0.577527111,,,,,,
263,11/1/2021,2021,2021.833333,11,1.183333333,0.313512141,1.543691756,1.237382769,0.306308988,-1.31584595,-1.383876664,0.885897144,0.784710385,-1.375057495,-1.365794864,,,,,,
264,12/1/2021,2021,2021.916667,12,0.883870968,0.1469694,1.044982079,0.454269739,0.590712339,-1.28276784,-1.379193582,0.610042677,0.295659572,-1.394837478,-1.345311783,,,,,,
